time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,x_accel,y_accel,z_accel,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.02,0.0,0.0,12.016820508562512,0.0,0.0,0.0,0.0,0.0,201.68205085625118,0.0,0.0,10084.10254281256,0.0,0.0,0.0,12956.905210702878,12956.905210702878,12956.905210702878,12956.905210702878,0.0
